16287	13040	1
16287	8586	1
16287	7452	1
16287	3438	1
16287	16027	1
16288	7009	1
16288	16132	1
16288	13765	1
16288	14607	1
16288	13609	1
16295	9052	1
16295	5962	1
16295	1795	1
16295	15423	1
16295	11987	1
16295	12588	1
16296	6631	1
16296	4239	1
16296	3061	1
16299	1903	1
16299	6715	1
16299	12916	1
16301	10951	1
16301	5231	1
16301	7540	1
16301	10388	1
16305	7238	1
16305	2953	1
16305	15085	1
16306	12388	1
16306	1409	1
16306	7133	1
16306	5655	1
16306	11454	1
16308	12714	1
16308	2038	1
16308	9110	1
16308	14015	1
16308	9812	1
16308	2849	1
16308	14485	1
16308	13634	1
16308	11836	1
16308	911	1
16310	11614	1
16310	10832	1
16310	2232	1
16310	7796	1
16322	13720	1
16322	14966	1
16325	4966	1
16325	6169	1
16325	6860	1
16325	7502	1
16325	9477	1
16325	10371	1
16328	12388	1
16334	617	1
16334	15880	1
16334	9445	1
16334	3745	1
16334	13627	1
16336	8081	1
16336	15665	1
16336	3238	1
16336	13768	1
16339	14195	1
16339	8839	1
16339	8916	1
16339	2366	1
16339	13501	1
16339	2868	1
16339	10783	1
16345	15719	1
16345	15609	1
16345	6851	1
16346	15406	1
16350	6833	1
16350	1972	1
16350	7443	1
16350	7810	1
16350	14032	1
16351	9145	1
16351	8385	1
16353	4360	1
16353	15887	1
16353	14231	1
16357	13975	1
16357	12561	1
16357	11767	1
16357	10179	1
16360	15533	1
16360	8714	1
16360	2517	1
16360	15291	1
16369	14909	1
16372	8657	1
16374	12752	1
16374	4007	1
16374	655	1
16374	13046	1
16374	11162	1
16376	11489	1
16376	4377	1
16376	5509	1
16376	469	1
16376	15758	1
16379	14206	1
16379	6182	1
16379	10956	1
16381	8050	1
16381	3461	1
16384	2358	1
16384	3984	1
16385	14455	1
16385	9076	1
16386	10195	1
16386	11043	1
16386	3649	1
16386	12755	1
16386	11861	1
16386	8384	1
16387	4761	1
16387	6061	1
16387	13742	1
16390	6647	1
16390	2389	1
16390	9761	1
16390	8590	1
16391	11861	1
16391	10195	1
16395	9352	1
16395	2893	1
16395	13586	1
16395	2168	1
16418	1650	1
16418	3678	1
16418	7508	1
16432	6242	1
16432	14479	1
16449	3513	1
16449	15671	1
16449	6335	1
16450	3712	1
16450	7349	1
16458	14479	1
16458	8813	1
16458	5012	1
16475	3999	1
16475	13536	1
16475	3888	1
16475	10582	1
16481	12803	1
16481	15719	1
16481	11878	1
16481	16051	1
16483	9424	1
16483	5984	1
16483	3529	1
16483	14491	1
16483	1896	1
16483	7949	1
16483	11896	1
16487	3189	1
16487	8783	1
16487	7912	1
16508	5690	1
16508	6619	1
16508	8378	1
16508	2837	1
16509	1862	1
16509	9264	1
