445655	287923	1
164000	287924	1
1356495	287925	1
1690609	287926	1
257568	287926	1
1238786	287927	1
671576	287928	1
289496	287929	1
798856	287930	1
1165066	287931	1
378965	287931	1
36712	287932	1
577645	287933	1
767022	287934	1
220035	287935	1
573668	287936	1
1540990	287937	1
480628	287938	1
1098748	287939	1
388537	287939	1
563595	287939	1
515972	287940	1
616194	287940	1
1171483	287941	1
1549945	287942	1
92677	287942	1
467301	287943	1
673714	287943	1
421878	287944	1
118171	287945	1
1594992	287946	1
1321029	287947	1
944507	287947	1
1576556	287947	1
220035	287948	1
1133983	287949	1
1052061	287950	1
373253	287951	1
989767	287951	1
1146520	287952	1
1570180	287953	1
1279468	287954	1
407	287955	1
253323	287956	1
912171	287956	1
1413784	287957	1
993346	287958	1
880110	287959	1
373253	287960	1
989767	287960	1
1667327	287961	1
145611	287962	1
1481059	287962	1
1144935	287963	1
336265	287963	1
392208	287963	1
1665738	287964	1
899429	287965	1
344452	287965	1
60911	432347	1
843655	432348	1
987377	432349	1
364358	432350	1
765801	432350	1
541409	432351	1
215924	432352	1
1312598	432353	1
1369879	432354	1
563595	432354	1
745903	432355	1
1642923	432356	1
667933	432357	1
778502	432357	1
361675	432358	1
880039	432359	1
1616872	432360	1
796410	432361	1
356234	432362	1
528300	432363	1
1080571	432364	1
1024973	432365	1
721795	432366	1
549062	432366	1
1673950	432366	1
1673950	432367	1
721795	432367	1
549062	432367	1
15051	432368	1
23508	432369	1
1510732	432370	1
24258	432370	1
577645	432371	1
1481480	432372	1
1614991	432373	1
381778	432373	1
1553829	432373	1
1132776	432373	1
1349237	432373	1
1657064	432374	1
832255	432374	1
1017867	432375	1
456006	432376	1
1188454	432377	1
576546	432378	1
74431	432379	1
1549945	432380	1
1698889	432381	1
1604767	432382	1
1536619	432383	1
1536619	432384	1
769241	432385	1
8441	432386	1
1630865	432387	1
402251	432388	1
78049	596662	1
1481480	596662	1
197959	596662	1
132025	596662	1
381282	604933	1
364358	604934	1
765801	604934	1
1447197	604935	1
576744	604935	1
570940	604935	1
357714	604935	1
1375442	604935	1
1522158	604935	1
964339	604936	1
574765	604937	1
879577	604938	1
518651	604938	1
364475	604939	1
1551828	604940	1
984461	604941	1
380561	604942	1
429139	604943	1
1417590	604943	1
1247689	604944	1
154383	604945	1
41767	604946	1
1158002	604948	1
541402	604949	1
1421770	604950	1
287710	604951	1
123554	604952	1
535543	604953	1
690039	604954	1
396555	604955	1
1061038	604955	1
405359	604955	1
673715	604956	1
406793	604957	1
951433	604958	1
1097531	604959	1
537258	604959	1
1707039	604960	1
458569	604960	1
1349006	604961	1
886037	604962	1
621177	604963	1
1097952	604964	1
552372	604965	1
567784	604966	1
865856	683790	1
878054	683818	1
414271	683847	1
25201	683848	1
1293811	683850	1
1683216	683855	1
973723	683877	1
388443	683878	1
384865	683879	1
11610	683880	1
31223	683881	1
27018	683890	1
849529	683902	1
161551	683903	1
616972	683904	1
1421213	683905	1
1591282	683906	1
1091215	683907	1
970852	683908	1
1235475	683909	1
1470022	683916	1
910943	683923	1
680835	683929	1
1697939	683930	1
67766	683931	1
1001727	683932	1
847441	683933	1
611104	834986	1
1616872	836026	1
1024614	840605	1
1044030	1111305	1
1493537	1111306	1
831052	1111306	1
971225	1111306	1
1391658	1111306	1
914625	1111307	1
1438555	1111307	1
949423	1111308	1
458569	1111309	1
871335	1111309	1
167942	1111310	1
1440398	1111310	1
958014	1111311	1
973392	1111312	1
524880	1111313	1
676470	1111313	1
1423536	1111314	1
955245	1111315	1
456671	1111316	1
1349006	1111317	1
1438555	1111318	1
1440905	1111319	1
869467	1111320	1
1676596	1111321	1
550318	1111322	1
27021	1111323	1
1470916	1111348	1
1493515	1111349	1
1251991	1111350	1
949451	1111351	1
900254	1111352	1
1470916	1111353	1
1680587	1111353	1
911384	1111353	1
1252864	1111353	1
900973	1111353	1
914625	1111354	1
1472073	1111355	1
952280	1111356	1
720286	1111356	1
1254900	1111357	1
1710445	1111358	1
1252864	1111358	1
1048080	1111359	1
1436791	1111359	1
165051	1111360	1
916874	1111361	1
881507	1111361	1
881689	1111362	1
953954	1111362	1
884516	1111362	1
1413784	1111363	1
405580	1111364	1
1469506	1111365	1
721795	1111366	1
969782	1111366	1
910128	1111367	1
1255792	1111368	1
1323841	1111369	1
996241	1111370	1
899429	1111370	1
1257631	1111371	1
972276	1111398	1
160441	1111399	1
562879	1111400	1
868510	1111401	1
628463	1111402	1
959893	1111403	1
931580	1111404	1
534891	1111405	1
955744	1111406	1
857174	1111407	1
464439	1111408	1
1133983	1111409	1
970607	1111410	1
1438555	1111411	1
970256	1111411	1
1493500	1111412	1
422996	1111413	1
1423594	1111413	1
1233518	1111414	1
1485224	1111415	1
627676	1111416	1
218670	1111416	1
1471777	1111417	1
713690	1111418	1
53073	1111419	1
405297	1111420	1
1252047	1111420	1
1253480	1111421	1
939108	1111422	1
682744	1111423	1
1255746	1111424	1
953563	1111425	1
1440905	1111426	1
1437428	1111427	1
957520	1111428	1
1255740	1111429	1
1469506	1128377	1
693279	1128378	1
826854	1128379	1
550180	1128380	1
568581	1128380	1
710988	1128381	1
735706	1128381	1
831185	1128381	1
737954	1128381	1
364358	1128382	1
712151	1128383	1
1277047	1128384	1
349739	1128384	1
1385	1128384	1
711014	1128385	1
720286	1128386	1
720494	1128387	1
553517	1128388	1
961207	1128389	1
177290	1128390	1
1430442	1128391	1
707910	1128392	1
734616	1128393	1
