16296,6
16350,61
16449,6
16450,21
16458,61
16475,61
16483,6
16487,6
16568,6
16771,6
16945,6
16969,6
17113,6
17199,21
17384,21
17399,6
17420,21
17457,21
17500,42
17695,21
17731,42
17764,21
17837,21
17958,21
17971,6
17984,6
18023,6
18048,21
18133,42
18135,42
18316,42
18429,21
18581,42
18583,21
18617,21
18691,21
18823,6
19255,21
19384,21
19420,21
19425,42
19512,80
19514,6
19533,21
19584,21
19673,6
19823,21
19842,61
19887,61
19986,21
20084,21
20102,21
20199,21
20229,61
20268,21
20298,15
20328,21
20364,21
20410,55
20425,6
20562,6
20690,6
20931,6
21069,21
21074,42
21101,21
21157,6
21183,21
21197,21
21489,80
21513,6
21520,6
21795,21
21868,21
21918,42
22130,89
22277,6
22387,42
22455,6
22512,21
22539,6
22591,21
22639,6
22749,42
22774,21
22783,21
22943,61
23086,55
23170,6
23222,89
23267,6
23353,21
23365,6
23546,21
23560,21
23580,89
23643,42
23650,6
23692,55
23847,42
23898,21
23962,21
24040,89
24062,89
24085,21
24107,6
24265,55
24318,55
24689,55
25012,80
25057,80
25151,55
25425,55
25529,63
25981,55
26103,21
26110,6
26168,42
26332,55
26346,21
26395,89
26397,89
26398,89
26473,6
27236,6
27465,21
27507,80
27528,80
27585,55
27586,42
27754,80
27815,89
27825,21
27931,61
27935,6
28415,6
28508,80
28513,6
28611,80
28722,6
28779,80
28850,80
29270,42
29305,61
29819,6
29934,55
29976,6
30139,6
30639,21
30714,80
30812,80
31127,55
31148,21
31218,55
31310,21
31431,55
31668,55
31676,55
31806,80
31820,21
31870,21
32007,55
32089,6
32178,21
32188,21
32266,1
32330,26
32380,89
32656,42
32923,42
33064,89
33188,6
33286,21
33365,55
33455,55
33479,6
33541,21
33589,80
33614,21
33963,61
34021,21
13,56
14,62
24,16
29,66
66,37
75,37
89,57
99,62
122,13
168,51
185,52
207,11
218,2
263,2
265,2
314,56
340,57
367,62
381,37
407,37
454,62
462,44
475,37
511,44
526,2
527,62
548,81
555,22
562,16
565,62
631,56
664,62
681,51
694,77
715,30
723,62
739,19
743,44
801,19
834,30
874,57
881,62
904,11
957,5
966,83
974,23
997,37
1005,44
1051,30
1078,16
1124,55
1144,62
1151,62
1157,44
1163,16
1174,19
1185,37
1261,52
1273,2
1292,33
1336,37
1364,22
1371,20
1380,20
1391,16
1407,62
1409,25
1413,44
1545,7
1552,62
1573,51
1630,57
1632,57
1746,52
1752,62
1819,62
1838,39
1876,2
1896,18
1952,60
1972,51
1985,98
2007,16
2010,16
2022,16
2055,36
2079,62
2082,44
2130,62
2170,50
2218,57
2232,44
2243,62
2268,20
2287,14
2298,62
2327,57
2358,44
2360,37
2377,62
2474,62
2510,2
2552,90
2565,37
2577,8
2581,20
2627,52
2666,62
2668,19
2697,37
2725,62
2731,44
2732,19
2748,56
2756,20
2796,16
2810,56
2811,56
2832,55
2849,44
2868,8
2951,62
3007,56
3049,30
3061,16
3063,62
3123,57
3145,5
3148,51
3153,2
3176,44
3179,44
3189,32
3202,44
3214,2
3248,56
3254,37
3321,57
3322,29
3338,44
3348,5
3375,16
3376,40
3407,2
3424,99
3471,37
3513,30
3522,2
3529,2
3558,23
3559,60
3606,44
3642,44
3678,62
3692,44
3712,56
3759,53
3873,16
3880,2
3884,56
3888,62
3904,20
3907,2
3999,10
4009,62
4102,28
4168,69
4175,44
4207,62
