61333	23442	1
1664033	23509	1
1664892	23576	1
1523330	24868	1
746180	43724	1
1064744	45660	1
425247	60610	1
1695963	76527	1
692852	76540	1
58687	76611	1
504926	76627	1
1684118	76635	1
1679741	76677	1
921498	93038	1
1382791	93102	1
872380	93217	1
174065	99739	1
110046	99783	1
1108804	99802	1
1060413	99817	1
110046	99839	1
984745	110443	1
1695963	110471	1
809204	129010	1
549547	129047	1
174065	129090	1
359676	129139	1
1043750	129202	1
147941	133883	1
749938	133890	1
1281888	133903	1
535839	133947	1
1622302	134015	1
1566098	134059	1
448493	134068	1
99707	161459	1
1709764	161490	1
1481480	206183	1
1562422	206299	1
864844	206332	1
756841	206377	1
1000088	206384	1
1397323	228207	1
525770	228274	1
43900	237102	1
1546108	237159	1
1284962	248952	1
421878	248971	1
365936	248974	1
1647357	249072	1
1624686	249081	1
1513183	249134	1
1566098	314887	1
528954	314984	1
1216395	315011	1
319673	315059	1
1001211	315088	1
1673852	343433	1
1384484	353794	1
906786	353795	1
259796	389925	1
546109	411418	1
158560	411453	1
377993	420951	1
231286	433357	1
131291	433369	1
1666628	433389	1
1525661	433408	1
1703107	433412	1
541410	433434	1
585622	433520	1
1631669	444172	1
657047	444188	1
1701396	444281	1
1546108	444282	1
1615765	444286	1
469697	444295	1
1160232	444302	1
1563027	444311	1
456310	503508	1
806858	503566	1
1481480	503575	1
646485	503714	1
1145030	542581	1
715275	544071	1
1446725	603017	1
1308632	623143	1
766461	623148	1
1414694	623150	1
524319	633320	1
1316980	633384	1
1574761	633407	1
1569458	633422	1
456310	635441	1
302433	635504	1
110046	635617	1
1491908	712733	1
87577	718196	1
290168	718261	1
87577	718373	1
1420972	721777	1
851772	731626	1
504701	731630	1
205734	731696	1
1652035	742576	1
1407874	758579	1
529600	766283	1
309037	773343	1
1707613	790035	1
81998	790291	1
485084	804785	1
1280750	804827	1
1707550	814433	1
875871	814643	1
1355375	823373	1
1257160	823816	1
721893	823828	1
1052502	823947	1
1476173	824033	1
382013	827105	1
534685	827160	1
1628285	827163	1
775742	827193	1
722088	827295	1
883914	827317	1
848842	882269	1
734708	890607	1
11474	890663	1
1141229	890666	1
1487737	890678	1
390930	890683	1
961207	890696	1
775742	890711	1
1566098	890756	1
253966	890778	1
1599248	890784	1
66902	913659	1
1388474	917750	1
1532465	917760	1
1511517	933772	1
536135	934112	1
1709765	934153	1
406793	995381	1
1416392	995414	1
1654025	995548	1
1416282	1000827	1
384420	1004925	1
673821	1006871	1
577410	1007014	1
692992	1016042	1
1666628	1024893	1
1315066	1025007	1
1143241	1027727	1
584410	1027764	1
1622302	1027851	1
883914	1027854	1
421878	1027950	1
332455	1036515	1
273634	1036517	1
397936	1036528	1
1615765	1036726	1
528954	1050148	1
736336	1050202	1
988002	1050205	1
828239	1050227	1
803537	1050293	1
473980	1061545	1
1629828	1081169	1
161869	1081189	1
961207	1081246	1
1233695	1081266	1
1658868	1081274	1
1623459	1081282	1
1429858	1081344	1
1560398	1081361	1
456310	1088119	1
706399	1088149	1
968214	1088201	1
1146366	1088228	1
542317	1088280	1
906786	1088295	1
975404	1127383	1
1045422	1127434	1
90645	1127548	1
264587	1128474	1
1695001	1128609	1
23770	1128747	1
1580517	1128869	1
1554973	1128972	1
1625459	1141467	1
252301	1160485	1
634956	1160493	1
343859	1160525	1
1666339	1160534	1
1479591	1160537	1
1562036	1160539	1
1442442	1175273	1
406793	1200006	1
162630	1205976	1
45118	1254884	1
110046	1254972	1
183838	1254977	1
110046	1255043	1
517859	1291837	1
406793	1333663	1
1428639	1333706	1
351348	1364258	1
1650597	1364302	1
343902	1364303	1
1233695	1364325	1
1577264	1364328	1
948179	1364353	1
521987	1364363	1
1423056	1364425	1
358555	1380854	1
1544036	1380910	1
264587	1380926	1
830226	1406493	1
1061824	1406521	1
80828	1410654	1
921498	1412531	1
1703760	1424271	1
261735	1424434	1
1052502	1424437	1
1433878	1424480	1
1615765	1436401	1
449703	1436500	1
1140117	1436509	1
930393	1436581	1
528954	1436609	1
449703	1451442	1
646485	1451448	1
1705766	1451450	1
634924	1451478	1
219409	1451513	1
1092681	1451563	1
777608	1476527	1
110046	1492010	1
1566098	1492045	1
1129775	1492052	1
273014	1492159	1
309037	1541544	1
915750	1541944	1
51689	1542961	1
758642	1543037	1
46088	1543059	1
961207	1543065	1
449703	1543067	1
1562036	1543098	1
378546	1563762	1
1144513	1578506	1
733402	1579092	1
396119	1632044	1
1614363	1632106	1
635610	1632224	1
421878	1632235	1
110046	1643254	1
1108804	1643324	1
1182741	1643338	1
87515	1643353	1
1622302	1643425	1
573668	1652418	1
879506	1655280	1
906786	1655409	1
279507	1692481	1
852999	1692525	1
1099438	1692559	1
51689	1719894	1
1468294	1724721	1
1494434	1729760	1
545531	1729881	1
823648	1729960	1
1169147	1757052	1
325823	1757067	1
456310	1757136	1
666453	1758359	1
1321029	1767511	1
1129451	1810843	1
657777	1810845	1
1239868	1824644	1
456310	1840493	1
288192	1840560	1
1458248	1840567	1
1155721	1840578	1
456310	1840638	1
1334183	1863001	1
1416282	1884188	1
618240	1884333	1
749938	1884585	1
1619159	1925400	1
375754	1956692	1
1580517	1966747	1
1428639	1966954	1
108909	1976099	1
372082	1976101	1
1424353	1976114	1
1179083	1976146	1
1426113	1976158	1
